gene,PanCancer_Core_Fitness,bagel_essential_curated,Ribosomal_Proteins,DNA_replication,RNA_polymerase,Proteasome,Spliceosome,Histones
ADAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ADCY8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AGAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AGTR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AGTR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALAS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANKFY1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANKIB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ANKRD22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARFIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARHGAP30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARHGAP6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARID4A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARID5A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARL15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARL2BP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARL6IP6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ARPC5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASB3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASCL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATF7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATG4C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ATM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BANK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BGLAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BHLHB9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C10orf10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C12orf42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C17orf105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C17orf75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1orf43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1orf54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1QBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C1S,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C3orf62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C7orf25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C8orf33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
C8orf88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CAPS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CASC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC102A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC102B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCDC22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CCND3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD151,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD244,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDH11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEBPD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFC1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHAC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHCHD7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHMP1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHRNE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CKAP2L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLINT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLTCL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMAS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNOT6L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COA6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COL11A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COMMD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COQ10B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COQ5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTAG1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP4X1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYSLTR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAZAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCLK3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCUN1D4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEFB105A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DLG5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DLK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJB4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DUSP22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYNLT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFCAB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF4EBP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELMOD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EMC6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EPN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERCC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERCC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERI2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EXOC6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EYS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EZR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM129A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FANCB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FANCE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FANCF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FCGBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FEM1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FFAR4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FNIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOCAD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOLH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FSTL5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GATA6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GATC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GDF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GHITM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GKN2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GLI1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GLRX2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GLYATL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GNE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GNPNAT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPR155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPR20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GPSM3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GRXCR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSDMB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GSTA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HCFC1R1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HDGFRP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HEATR5B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HIST1H4C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
HSPB7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HYAL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ICMT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IFRD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL31RA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
INPP5F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IQGAP1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ITIH3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JAK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JAM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KHSRP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIAA1377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIF15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KIF2C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KLHL12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KNSTRN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRT12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP1-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP10-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP23-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KRTAP9-7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LCN8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LETM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LHX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LOC152586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LOX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LRRC71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LST1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LYPD6B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LZIC,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAD1L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAGEA6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAGEB5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MANBAL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MANSC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAP2K7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAPK1IP1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAPK8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MDH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
METTL23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIPOL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MLLT4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MREG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MROH9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MT2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTERFD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MTHFD2L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MYBL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
N6AMT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCDN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NDUFA12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NEK3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NFKB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NPHS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NT5C3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NT5DC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NT5DC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NXF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OLFML1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSBPL8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P2RY8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAGE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PALB2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAPD5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCBD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCDHGC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDGFRA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDHB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PER3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGRMC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIGA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIGU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIK3CG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PIWIL3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PLS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
POLE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPCDC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPID,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPIH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PPME1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP2R1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PPP5C,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRKG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PROCA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRR5-ARHGAP8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PSMD10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTGES3L-AARSD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTK7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PTRH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QTRT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAB34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAB3GAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAB6C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAD51AP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAD54L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RAPGEF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RASD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBM47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RBPJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RERE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RIT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RNF13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ROPN1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RRAS2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
S100A10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCGB2A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SEPHS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SFTPA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SHCBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC35B2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC35D2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SLC44A3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMAD2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMG8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMIM17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SMIM19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNX16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SORL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOX10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SPECC1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SPG21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SPINT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SPTSSA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SREBF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SRM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SSX4B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
STARD6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUCLG1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUCNR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUGP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAF1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAS2R39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TAS2R50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TBC1D28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TBRG4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCEAL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCEAL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCTEX1D2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TDO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TDRKH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TEX13B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TFAP2C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TGFBR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TGIF2-C20orf24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIGD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TINAG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TJAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMEM123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TMEM71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TP53BP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TPK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRA2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRAF6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TSR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TTC9C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TYK2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UBXN2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UGDH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UGT3A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UNC45A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USMG5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USP34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
